ID,wav_path,class_idx,class_name
0,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/100032-3-0-0.wav,3,dog_bark
1,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/100263-2-0-117.wav,2,children_playing
2,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/100263-2-0-121.wav,2,children_playing
3,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/100263-2-0-126.wav,2,children_playing
4,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/100263-2-0-137.wav,2,children_playing
5,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/100263-2-0-143.wav,2,children_playing
6,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/100263-2-0-161.wav,2,children_playing
7,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/100263-2-0-3.wav,2,children_playing
8,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/100263-2-0-36.wav,2,children_playing
9,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/100652-3-0-0.wav,3,dog_bark
10,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/100652-3-0-1.wav,3,dog_bark
11,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/100652-3-0-2.wav,3,dog_bark
12,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/100652-3-0-3.wav,3,dog_bark
13,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/101281-3-0-0.wav,3,dog_bark
14,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/101281-3-0-14.wav,3,dog_bark
15,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/101281-3-0-5.wav,3,dog_bark
16,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/101415-3-0-2.wav,3,dog_bark
17,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/101415-3-0-3.wav,3,dog_bark
18,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/101415-3-0-8.wav,3,dog_bark
19,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold4/102102-3-0-0.wav,3,dog_bark
20,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/102104-3-0-0.wav,3,dog_bark
21,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/102105-3-0-0.wav,3,dog_bark
22,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/102106-3-0-0.wav,3,dog_bark
23,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/102547-3-0-2.wav,3,dog_bark
24,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/102547-3-0-7.wav,3,dog_bark
25,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/102547-3-0-8.wav,3,dog_bark
26,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/102842-3-0-1.wav,3,dog_bark
27,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/102842-3-1-0.wav,3,dog_bark
28,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/102842-3-1-5.wav,3,dog_bark
29,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/102842-3-1-6.wav,3,dog_bark
30,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/104327-2-0-15.wav,2,children_playing
31,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/104327-2-0-19.wav,2,children_playing
32,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/104327-2-0-26.wav,2,children_playing
33,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/104327-2-0-28.wav,2,children_playing
34,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/104327-2-0-3.wav,2,children_playing
35,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/104327-2-0-30.wav,2,children_playing
36,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/104327-2-0-34.wav,2,children_playing
37,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/104327-2-0-4.wav,2,children_playing
38,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/104421-2-0-1.wav,2,children_playing
39,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/104421-2-0-15.wav,2,children_playing
40,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/104421-2-0-20.wav,2,children_playing
41,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/104421-2-0-29.wav,2,children_playing
42,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/104421-2-0-3.wav,2,children_playing
43,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/104421-2-0-5.wav,2,children_playing
44,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/104421-2-0-7.wav,2,children_playing
45,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold5/104421-2-1-3.wav,2,children_playing
46,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/105319-3-0-22.wav,3,dog_bark
47,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/105319-3-0-29.wav,3,dog_bark
48,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/105319-3-0-39.wav,3,dog_bark
49,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/105415-2-0-1.wav,2,children_playing
50,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/105415-2-0-15.wav,2,children_playing
51,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/105415-2-0-19.wav,2,children_playing
52,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/105415-2-0-21.wav,2,children_playing
53,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/105415-2-0-24.wav,2,children_playing
54,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/105415-2-0-4.wav,2,children_playing
55,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/105415-2-0-6.wav,2,children_playing
56,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/105415-2-0-8.wav,2,children_playing
57,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/108187-3-2-0.wav,3,dog_bark
58,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/108187-3-3-0.wav,3,dog_bark
59,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/108187-3-4-0.wav,3,dog_bark
60,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/108187-3-6-0.wav,3,dog_bark
61,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/108362-2-0-11.wav,2,children_playing
62,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/108362-2-0-12.wav,2,children_playing
63,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/108362-2-0-21.wav,2,children_playing
64,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/108362-2-0-23.wav,2,children_playing
65,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/108362-2-0-29.wav,2,children_playing
66,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/108362-2-0-30.wav,2,children_playing
67,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/108362-2-0-7.wav,2,children_playing
68,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/108362-2-0-9.wav,2,children_playing
69,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/109233-3-0-3.wav,3,dog_bark
70,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/109233-3-0-4.wav,3,dog_bark
71,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/109233-3-0-5.wav,3,dog_bark
72,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold6/109233-3-0-6.wav,3,dog_bark
73,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/109703-2-0-134.wav,2,children_playing
74,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/109703-2-0-14.wav,2,children_playing
75,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/109703-2-0-153.wav,2,children_playing
76,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/109703-2-0-29.wav,2,children_playing
77,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/109703-2-0-32.wav,2,children_playing
78,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/109703-2-0-48.wav,2,children_playing
