ID,wav_path,class_idx,class_name
0,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/102858-5-0-0.wav,5,engine_idling
1,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/102858-5-0-1.wav,5,engine_idling
2,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-0-0.wav,4,drilling
3,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-0-3.wav,4,drilling
4,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-0-4.wav,4,drilling
5,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-0-5.wav,4,drilling
6,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-0-6.wav,4,drilling
7,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-1-0.wav,4,drilling
8,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-2-0.wav,4,drilling
9,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-2-1.wav,4,drilling
10,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-2-10.wav,4,drilling
11,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-2-11.wav,4,drilling
12,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-2-2.wav,4,drilling
13,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-2-3.wav,4,drilling
14,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-2-4.wav,4,drilling
15,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-2-5.wav,4,drilling
16,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-2-6.wav,4,drilling
17,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-2-7.wav,4,drilling
18,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-2-8.wav,4,drilling
19,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-2-9.wav,4,drilling
20,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-4-0.wav,4,drilling
21,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-6-0.wav,4,drilling
22,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103199-4-7-2.wav,4,drilling
23,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-0.wav,5,engine_idling
24,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-1.wav,5,engine_idling
25,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-10.wav,5,engine_idling
26,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-11.wav,5,engine_idling
27,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-12.wav,5,engine_idling
28,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-13.wav,5,engine_idling
29,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-14.wav,5,engine_idling
30,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-15.wav,5,engine_idling
31,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-16.wav,5,engine_idling
32,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-17.wav,5,engine_idling
33,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-18.wav,5,engine_idling
34,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-19.wav,5,engine_idling
35,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-2.wav,5,engine_idling
36,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-3.wav,5,engine_idling
37,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-4.wav,5,engine_idling
38,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-5.wav,5,engine_idling
39,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-6.wav,5,engine_idling
40,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-7.wav,5,engine_idling
41,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-8.wav,5,engine_idling
42,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold1/103258-5-0-9.wav,5,engine_idling
43,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103357-4-0-0.wav,4,drilling
44,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold3/103357-4-0-1.wav,4,drilling
45,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-15.wav,4,drilling
46,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-21.wav,4,drilling
47,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-27.wav,4,drilling
48,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-29.wav,4,drilling
49,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-3.wav,4,drilling
50,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-35.wav,4,drilling
51,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-40.wav,4,drilling
52,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-41.wav,4,drilling
53,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-45.wav,4,drilling
54,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-48.wav,4,drilling
55,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-51.wav,4,drilling
56,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-52.wav,4,drilling
57,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-53.wav,4,drilling
58,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-55.wav,4,drilling
59,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-57.wav,4,drilling
60,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-0-66.wav,4,drilling
61,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-1-20.wav,4,drilling
62,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold7/104625-4-1-8.wav,4,drilling
63,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/104817-4-0-0.wav,4,drilling
64,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/104817-4-0-1.wav,4,drilling
65,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/104817-4-0-10.wav,4,drilling
66,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/104817-4-0-11.wav,4,drilling
67,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/104817-4-0-2.wav,4,drilling
68,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/104817-4-0-3.wav,4,drilling
69,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/104817-4-0-4.wav,4,drilling
70,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/104817-4-0-5.wav,4,drilling
71,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/104817-4-0-6.wav,4,drilling
72,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/104817-4-0-7.wav,4,drilling
73,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/104817-4-0-8.wav,4,drilling
74,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/104817-4-0-9.wav,4,drilling
75,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-0.wav,5,engine_idling
76,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-1.wav,5,engine_idling
77,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-10.wav,5,engine_idling
78,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-11.wav,5,engine_idling
79,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-12.wav,5,engine_idling
80,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-13.wav,5,engine_idling
81,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-14.wav,5,engine_idling
82,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-15.wav,5,engine_idling
83,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-16.wav,5,engine_idling
84,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-17.wav,5,engine_idling
85,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-18.wav,5,engine_idling
86,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-19.wav,5,engine_idling
87,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-2.wav,5,engine_idling
88,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-20.wav,5,engine_idling
89,/mnt/data/Sound Sets/UrbanSound8K/UrbanSound8K/audio/fold2/106015-5-0-3.wav,5,engine_idling
